filename,dispersion_entropy,RDE,class
CPSZ071.mat,1.9206923531256412,0.05725066284292735,CPSZ
FNSZ085.mat,2.066172355204486,0.01944176814088051,FNSZ
CPSZ059.mat,1.8827980973491052,0.05953471490780078,CPSZ
FNSZ091.mat,2.041470778205728,0.04608749621651306,FNSZ
FNSZ046.mat,2.170808458776329,0.00580325453000669,FNSZ
FNSZ052.mat,1.859520604185832,0.06016433590484079,FNSZ
CPSZ111.mat,2.1044115871115223,0.013866719064131455,CPSZ
CPSZ105.mat,2.067156744980468,0.017890536360391122,CPSZ
FNSZ132.mat,1.8848290016909073,0.050179513732687274,FNSZ
FNSZ126.mat,1.4066337014599741,0.15917206251979757,FNSZ
FNSZ495.mat,2.14410441625376,0.010262655158716851,FNSZ
FNSZ481.mat,2.066274580402955,0.018441566735606735,FNSZ
MYSZ002.mat,0.16971728954871512,0.7939411905829823,MYSZ
GNSZ025.mat,1.451054702812863,0.16674801923928612,GNSZ
GNSZ031.mat,1.4742342717661985,0.15778211351432542,GNSZ
FNSZ318.mat,1.9026252559034642,0.06328077989306667,FNSZ
FNSZ456.mat,2.1388183510014285,0.012353468672714142,FNSZ
FNSZ330.mat,2.14414966153053,0.012666679544158451,FNSZ
GNSZ019.mat,1.8284001275410025,0.06725733241097925,GNSZ
FNSZ324.mat,1.8641258738421214,0.08645535987050296,FNSZ
FNSZ442.mat,2.0517276329510303,0.023268272805196676,FNSZ
FNSZ332.mat,1.578157438306444,0.15420584930018993,FNSZ
FNSZ454.mat,1.5513953859680374,0.1304393035225217,FNSZ
FNSZ440.mat,2.0595828615265663,0.01993534836033155,FNSZ
FNSZ326.mat,1.830438004399235,0.0885487541860063,FNSZ
GNSZ027.mat,1.0194575803052965,0.44431889044410033,GNSZ
FNSZ468.mat,2.110158552298753,0.01396220536390656,FNSZ
TNSZ009.mat,0.707233003712121,0.5701123352049151,TNSZ
GNSZ033.mat,2.140205522803058,0.010202902515198037,GNSZ
FNSZ497.mat,2.0482107223254298,0.022190952271453623,FNSZ
FNSZ483.mat,2.0591003931704503,0.019324041734337542,FNSZ
FNSZ130.mat,1.6837651438136154,0.10940907502578237,FNSZ
FNSZ124.mat,1.6039187315238372,0.12731374803043866,FNSZ
FNSZ118.mat,2.052375163105976,0.008435862086219015,FNSZ
CPSZ113.mat,2.0832418860105397,0.016219592547126186,CPSZ
CPSZ107.mat,2.070724681053437,0.01726915705766782,CPSZ
CPSZ098.mat,2.06599616186899,0.01877171636929468,CPSZ
FNSZ044.mat,2.169331794929938,0.006037128113274115,FNSZ
FNSZ050.mat,2.1721977572856828,0.005245139878564972,FNSZ
FNSZ078.mat,0.9427856214345505,0.33398074201750955,FNSZ
FNSZ087.mat,1.4895517892966068,0.15724646151916588,FNSZ
FNSZ093.mat,1.867322905556087,0.08600912640937375,FNSZ
CPSZ067.mat,1.9026703950686952,0.06086977340967502,CPSZ
CPSZ073.mat,1.9626043144766765,0.049292293430180205,CPSZ
FNSZ246.mat,2.0818639483209616,0.01705967953590256,FNSZ
FNSZ520.mat,2.1359092583807957,0.012074342883761344,FNSZ
FNSZ252.mat,2.053751632219589,0.02049806177988611,FNSZ
GNSZ153.mat,2.067379481172507,0.01738402644351016,GNSZ
FNSZ508.mat,2.0594128229988375,0.019051824587682325,FNSZ
GNSZ147.mat,2.0508063071056144,0.025383232310360996,GNSZ
FNSZ285.mat,0.5799086252243141,0.6356868807034955,FNSZ
FNSZ291.mat,2.187456429160267,0.0020326292529749814,FNSZ
FNSZ290.mat,2.168706331417742,0.005841161306784685,FNSZ
FNSZ284.mat,2.054244447562997,0.02081726605092874,FNSZ
FNSZ509.mat,2.0572580369314073,0.019575863410257313,FNSZ
GNSZ146.mat,1.9309930731241267,0.05377925228544116,GNSZ
GNSZ152.mat,2.0642694913754167,0.017885209135916486,GNSZ
FNSZ253.mat,2.1197326440438964,0.013011833842125661,FNSZ
FNSZ247.mat,2.0628991593298247,0.019342163181013183,FNSZ
FNSZ521.mat,2.0748565442558964,0.025813546514285076,FNSZ
CPSZ072.mat,1.899319881342323,0.06231091109583658,CPSZ
CPSZ066.mat,1.9458247315304698,0.05502822455390011,CPSZ
FNSZ092.mat,2.1820415658234573,0.0033156297367622754,FNSZ
FNSZ086.mat,2.118827767313251,0.012944925285772922,FNSZ
FNSZ079.mat,1.6496926229696527,0.11505728235450222,FNSZ
FNSZ051.mat,2.1367090134753903,0.01176743803485309,FNSZ
CPSZ099.mat,1.8802506168589395,0.08393035828815178,CPSZ
FNSZ045.mat,2.1676001715623032,0.0058761788646290915,FNSZ
CPSZ106.mat,2.075536706373421,0.01684724488013829,CPSZ
CPSZ112.mat,2.0937579085022717,0.016054388237272895,CPSZ
FNSZ119.mat,1.4728189992161225,0.16031887948481033,FNSZ
FNSZ125.mat,1.5887887617506924,0.13032986106498096,FNSZ
FNSZ131.mat,1.8111525093471463,0.0726408374315266,FNSZ
FNSZ482.mat,2.0602138384496023,0.01914642285438525,FNSZ
FNSZ496.mat,2.1008996465598564,0.01415580000044331,FNSZ
TNSZ008.mat,1.992698944666568,0.02951595986652821,TNSZ
GNSZ032.mat,1.8091955887468654,0.0719619001978649,GNSZ
GNSZ026.mat,2.1395286418791337,0.009913010008978068,GNSZ
FNSZ469.mat,2.0827837524934942,0.017554059200404728,FNSZ
MYSZ001.mat,0.07917001638852093,0.7846901390636296,MYSZ
FNSZ441.mat,2.065816713159259,0.020272109512367634,FNSZ
FNSZ327.mat,2.1127674227914186,0.02163495320384153,FNSZ
FNSZ333.mat,2.103163325455985,0.016034600018257156,FNSZ
FNSZ455.mat,2.1220434567654145,0.012738308195087667,FNSZ
GNSZ022.mat,1.225816704171639,0.2542284238468297,GNSZ
GNSZ036.mat,1.6774649057104538,0.11311133194080536,GNSZ
FNSZ479.mat,2.0626232762588903,0.018938693619632116,FNSZ
FNSZ451.mat,1.4466604226872108,0.24271708995528415,FNSZ
FNSZ337.mat,0.06330474303191748,0.7918625464829584,FNSZ
FNSZ323.mat,1.407333140724615,0.21451524805874353,FNSZ
FNSZ445.mat,2.0075469039425347,0.03554932034162577,FNSZ
FNSZ492.mat,2.1298469760190155,0.012437180360529786,FNSZ
FNSZ486.mat,2.1723918322991236,0.004574869550537077,FNSZ
FNSZ109.mat,2.1062802400795757,0.014452994556385705,FNSZ
FNSZ135.mat,2.1315079175722955,0.012675509265526061,FNSZ
FNSZ121.mat,1.2365026811388629,0.2514153663837551,FNSZ
CPSZ116.mat,2.0815136047076477,0.01715451788222642,CPSZ
CPSZ102.mat,2.054802819609124,0.020243123219400947,CPSZ
FNSZ069.mat,0.3063320349236409,0.7693105523687801,FNSZ
FNSZ041.mat,2.1059000019146876,0.02193559075933848,FNSZ
CPSZ089.mat,1.6591793532704602,0.11811293681208611,CPSZ
FNSZ055.mat,1.3551836434267648,0.16057454726173587,FNSZ
CPSZ062.mat,1.9444889872245135,0.04399756179442575,CPSZ
CPSZ076.mat,1.9872254777521228,0.043515607507818604,CPSZ
FNSZ082.mat,1.4772771859979237,0.13795144378182556,FNSZ
FNSZ096.mat,1.928101057313648,0.07121869351278796,FNSZ
FNSZ519.mat,2.0866137571145424,0.015499828985963762,FNSZ
GNSZ156.mat,2.127902540492342,0.014744076932908457,GNSZ
GNSZ142.mat,1.3741925391140766,0.24992052423657593,GNSZ
FNSZ243.mat,2.0807601311825366,0.018731402005633026,FNSZ
FNSZ257.mat,2.153048108521847,0.008631525855691843,FNSZ
FNSZ280.mat,2.098830695640296,0.014413071022205825,FNSZ
FNSZ294.mat,2.1618456845759324,0.0073024762515735645,FNSZ
FNSZ295.mat,2.0238778143503704,0.034491520226669646,FNSZ
FNSZ281.mat,2.0826426444225055,0.01463235049624007,FNSZ
FNSZ256.mat,2.168140352575585,0.0060977209390002075,FNSZ
FNSZ242.mat,2.1105453559780885,0.014043239520476675,FNSZ
GNSZ143.mat,1.7242150265340332,0.10570186011473787,GNSZ
FNSZ518.mat,2.0928854946309503,0.014228371800096598,FNSZ
GNSZ157.mat,2.1309961192500215,0.014021036140096423,GNSZ
FNSZ097.mat,1.7802793295779473,0.08026881937581447,FNSZ
FNSZ083.mat,1.6513842087719541,0.11395702749621989,FNSZ
CPSZ077.mat,1.8484814396697788,0.08219148532442025,CPSZ
CPSZ063.mat,1.9676858221710927,0.049897803984781886,CPSZ
CPSZ088.mat,1.422878073196494,0.1949395947441039,CPSZ
FNSZ054.mat,1.5386502986782333,0.14791242053450254,FNSZ
FNSZ040.mat,2.153882603189746,0.009350429920152597,FNSZ
FNSZ068.mat,2.1043448405848606,0.01418534680768133,FNSZ
CPSZ103.mat,2.0607485986923577,0.018976329967164304,CPSZ
CPSZ117.mat,2.0822469741498884,0.017408832153409704,CPSZ
FNSZ120.mat,1.386466835780853,0.18381242520385194,FNSZ
FNSZ134.mat,2.0302497803779493,0.03138319639565382,FNSZ
FNSZ108.mat,2.105860283766112,0.014617034914995915,FNSZ
FNSZ487.mat,2.1681654831032344,0.00527106740424125,FNSZ
FNSZ493.mat,1.9950217978780234,0.03733683213839317,FNSZ
FNSZ322.mat,1.3407854113421847,0.2011029237288604,FNSZ
FNSZ444.mat,2.180548415115617,0.003942239649906231,FNSZ
FNSZ450.mat,2.118072035242268,0.013080747264481375,FNSZ
FNSZ336.mat,2.1554748588704666,0.008619570104023422,FNSZ
GNSZ037.mat,2.1064744394594994,0.01746657443619691,GNSZ
FNSZ478.mat,2.0718167379640375,0.0177936879904358,FNSZ
GNSZ023.mat,1.045153159294221,0.40939554000013595,GNSZ
GNSZ035.mat,1.2144561756573757,0.30767414471937304,GNSZ
FNSZ308.mat,2.095994313589781,0.01973751923231356,FNSZ
GNSZ021.mat,1.8238390391084518,0.06899465356129138,GNSZ
FNSZ446.mat,1.69214005357556,0.12861858296971332,FNSZ
GNSZ009.mat,1.8714286660773372,0.05780095725748822,GNSZ
FNSZ320.mat,2.104518938451249,0.019756309878198097,FNSZ
FNSZ334.mat,2.1151604128692787,0.014713266446392672,FNSZ
FNSZ452.mat,1.931799677849546,0.05019354497626696,FNSZ
FNSZ485.mat,2.1831373103454625,0.003122003420738392,FNSZ
FNSZ491.mat,2.1585229062021893,0.007802046913224279,FNSZ
FNSZ122.mat,0.7459115078631139,0.5827784011174313,FNSZ
FNSZ136.mat,0.1305251139632307,0.8464381370165583,FNSZ
CPSZ101.mat,2.122078804341879,0.014059288488540746,CPSZ
CPSZ115.mat,2.113695940617952,0.015168341931027602,CPSZ
CPSZ129.mat,2.0603435455143613,0.0195582974149361,CPSZ
FNSZ056.mat,1.3144669515210001,0.1782663405868533,FNSZ
FNSZ042.mat,2.132676256307643,0.013739000074932908,FNSZ
CPSZ075.mat,1.7048180626110332,0.10017319706893693,CPSZ
CPSZ061.mat,1.9620974803146953,0.045737757898939864,CPSZ
FNSZ095.mat,1.9284015622516175,0.0731193742976851,FNSZ
CPSZ049.mat,1.6191922272175785,0.1388479754104933,CPSZ
FNSZ081.mat,1.4861475655313598,0.21681746455153103,FNSZ
FNSZ268.mat,0.08785808784402394,0.8596439593356362,FNSZ
GNSZ141.mat,1.3739885360825677,0.2595158460880504,GNSZ
GNSZ155.mat,2.1316122457470392,0.013847809443121526,GNSZ
FNSZ254.mat,2.0682914098491922,0.018907146591405563,FNSZ
GNSZ169.mat,2.124889586476854,0.015539640488690705,GNSZ
FNSZ240.mat,0.710403701793083,0.6062791667046409,FNSZ
FNSZ297.mat,2.0164362020426236,0.03720235009173918,FNSZ
FNSZ283.mat,2.048165754780927,0.022244460651436856,FNSZ
FNSZ282.mat,2.065400898191111,0.02009269456110383,FNSZ
FNSZ296.mat,1.9815361283221384,0.043508727764999644,FNSZ
FNSZ241.mat,2.157175155772357,0.008040924216067,FNSZ
GNSZ168.mat,2.1417784201675447,0.012406578492365615,GNSZ
FNSZ255.mat,2.0554208833707563,0.020114873434414288,FNSZ
GNSZ154.mat,2.1275137927325685,0.014843142385759692,GNSZ
GNSZ140.mat,2.0534644033305702,0.008162277838136263,GNSZ
FNSZ269.mat,0.23113348266579525,0.8014339246395025,FNSZ
FNSZ080.mat,0.7260229176218276,0.5897876080753046,FNSZ
FNSZ094.mat,1.7854590559199863,0.0895049685852571,FNSZ
CPSZ048.mat,1.550363177941514,0.14386461058930805,CPSZ
CPSZ060.mat,1.6365176563000128,0.12369726422829513,CPSZ
CPSZ074.mat,1.8889175836914869,0.08400843465252464,CPSZ
FNSZ043.mat,2.132547765279027,0.013916543862944187,FNSZ
FNSZ057.mat,1.3999466772722635,0.16177398351105732,FNSZ
CPSZ128.mat,2.0554189595603107,0.02006024915190876,CPSZ
CPSZ114.mat,2.1106378893531135,0.016853761791671206,CPSZ
CPSZ100.mat,1.8950879373838225,0.07925671545241228,CPSZ
FNSZ137.mat,1.3027254814553668,0.21882078610168917,FNSZ
FNSZ123.mat,1.6292634803966068,0.15684349469410327,FNSZ
FNSZ490.mat,2.155028041208874,0.009511872112630238,FNSZ
FNSZ484.mat,2.0131600915606245,0.05756856372729654,FNSZ
FNSZ335.mat,0.06256633439886361,0.7921879042833276,FNSZ
FNSZ453.mat,1.7925759035857585,0.11593147202711307,FNSZ
FNSZ447.mat,1.9333532776421092,0.04814831132110344,FNSZ
FNSZ321.mat,2.088431220170972,0.016871756843019017,FNSZ
GNSZ008.mat,1.6737602669505385,0.12081468505197196,GNSZ
GNSZ020.mat,1.5411267573546517,0.14524639508145132,GNSZ
FNSZ309.mat,1.6046155391315406,0.1394138252387328,FNSZ
GNSZ034.mat,1.2391005701075,0.3382866924742264,GNSZ
FNSZ420.mat,1.468264464135366,0.16157269864162555,FNSZ
FNSZ346.mat,1.9909816927387047,0.04094338396500129,FNSZ
FNSZ352.mat,1.9837768009913281,0.04309379375350377,FNSZ
FNSZ434.mat,2.1134173846446447,0.0128066718968898,FNSZ
GNSZ053.mat,2.063831177603773,0.01821327856498886,GNSZ
GNSZ047.mat,1.6450701937346404,0.11651593863463472,GNSZ
FNSZ408.mat,1.9178305420182322,0.05643426394606704,FNSZ
FNSZ385.mat,1.7889675247333314,0.07831315032439973,FNSZ
FNSZ391.mat,1.902057465817301,0.05292806604500017,FNSZ
GNSZ090.mat,2.029334936416668,0.026143433492159786,GNSZ
GNSZ084.mat,1.4502615688183544,0.20479027974544659,GNSZ
FNSZ144.mat,0.7623886364824208,0.5350975960710765,FNSZ
FNSZ150.mat,2.067983901118634,0.017901362222158077,FNSZ
FNSZ178.mat,1.96812097849342,0.041524511084839615,FNSZ
FNSZ187.mat,1.545046171137685,0.1408580806005108,FNSZ
FNSZ193.mat,2.1349060907267763,0.012004420603440993,FNSZ
FNSZ030.mat,2.120074414599817,0.016985615621435718,FNSZ
FNSZ024.mat,2.1112391496146863,0.017354039329761522,FNSZ
FNSZ018.mat,1.6435145909889977,0.11568349663594754,FNSZ
CPSZ013.mat,0.6149172691174521,0.6297171236407952,CPSZ
CPSZ007.mat,1.8994775049800252,0.05265877169798479,CPSZ
FNSZ232.mat,1.6044058359404432,0.12588596047130368,FNSZ
FNSZ226.mat,2.1416401270976597,0.013180799433986076,FNSZ
GNSZ127.mat,2.1116139993722283,0.01836229649359014,GNSZ
GNSZ133.mat,1.9140639194508144,0.04619271228236128,GNSZ
GNSZ132.mat,1.455836365898039,0.21808789280775984,GNSZ
GNSZ126.mat,0.9480109510109935,0.3841760429217604,GNSZ
FNSZ227.mat,2.062651714016274,0.018560105502002922,FNSZ
FNSZ233.mat,1.438373153195173,0.16627343333422484,FNSZ
CPSZ006.mat,1.6714667099389717,0.11016223429004096,CPSZ
CPSZ012.mat,2.0533368942722756,0.03563283091386794,CPSZ
FNSZ019.mat,0.8144428617000491,0.49947928992811,FNSZ
FNSZ025.mat,1.2515321403913506,0.315479205689068,FNSZ
FNSZ031.mat,2.1138412739762225,0.017757444437877024,FNSZ
FNSZ192.mat,2.182194898350111,0.0032167671271449423,FNSZ
FNSZ186.mat,1.4944068913450688,0.16123475370578408,FNSZ
FNSZ179.mat,1.9904678630347645,0.039790440085069816,FNSZ
FNSZ151.mat,2.0665269507852773,0.018165393800445045,FNSZ
FNSZ145.mat,2.139228654992455,0.010327305126197416,FNSZ
GNSZ085.mat,1.5574524093547524,0.1859671319849679,GNSZ
GNSZ091.mat,2.0645715463757917,0.018467159093147244,GNSZ
FNSZ390.mat,1.9269231066339798,0.04987032010742409,FNSZ
FNSZ384.mat,1.7904526360826174,0.07758874976735561,FNSZ
GNSZ046.mat,2.0442240826886646,0.02449139140187004,GNSZ
FNSZ409.mat,1.8633442210923623,0.07751757663723968,FNSZ
GNSZ052.mat,2.067102229424511,0.0179281483902533,GNSZ
FNSZ353.mat,2.0104582759023644,0.03548327777004169,FNSZ
FNSZ435.mat,2.040529105477932,0.0249935713191633,FNSZ
FNSZ421.mat,1.567546787775649,0.13333624330912647,FNSZ
FNSZ347.mat,1.7532682861227231,0.09848537666003877,FNSZ
FNSZ437.mat,2.1048652747179104,0.014459593499440534,FNSZ
GNSZ078.mat,2.125294654582045,0.017195923842346826,GNSZ
FNSZ351.mat,1.8681000097703617,0.07498701284375622,FNSZ
FNSZ345.mat,2.114628685047654,0.019613797210570084,FNSZ
FNSZ423.mat,1.900365212104853,0.04876655376678668,FNSZ
GNSZ044.mat,2.0931807864196355,0.015617347095210631,GNSZ
FNSZ379.mat,1.4998891927626665,0.15081450670348587,FNSZ
GNSZ050.mat,1.9482247381423463,0.06566822645639674,GNSZ
FNSZ392.mat,1.9015867479557929,0.05313936233828327,FNSZ
FNSZ386.mat,1.7794292393028035,0.08086907484150349,FNSZ
GNSZ087.mat,2.0942037064132846,0.014271792384189705,GNSZ
GNSZ093.mat,2.071454197520662,0.01696120952132705,GNSZ
FNSZ153.mat,2.134951293537513,0.01187274863852077,FNSZ
FNSZ147.mat,2.061775875557198,0.0186165280287258,FNSZ
FNSZ190.mat,2.1831946872784043,0.0030335478897904927,FNSZ
FNSZ184.mat,1.7709831567328114,0.08272958728487942,FNSZ
FNSZ027.mat,1.2108926406033473,0.39165998597092233,FNSZ
FNSZ033.mat,2.121424539425884,0.0168258318616242,FNSZ
CPSZ038.mat,1.2308085542776066,0.21690311371569737,CPSZ
CPSZ004.mat,1.755325306976176,0.09528683045387731,CPSZ
CPSZ010.mat,2.150764967885199,0.010243041819946824,CPSZ
FNSZ225.mat,2.1385354196470345,0.013966323385126513,FNSZ
GNSZ118.mat,2.060454445642226,0.01968620380298723,GNSZ
FNSZ231.mat,2.1688487433356847,0.00625876121930811,FNSZ
FNSZ219.mat,1.5108218935253426,0.16426492438726112,FNSZ
GNSZ130.mat,1.4063970981589324,0.25230491561842533,GNSZ
GNSZ124.mat,0.27109784453608693,0.7441395198849152,GNSZ
GNSZ125.mat,1.6878424422244325,0.10494969338602872,GNSZ
GNSZ131.mat,1.5712944241802722,0.17281657690187818,GNSZ
FNSZ218.mat,1.606189173607939,0.13828396782648172,FNSZ
FNSZ230.mat,2.159874272632644,0.008122269057256595,FNSZ
GNSZ119.mat,0.0397349439249892,0.8017051103153067,GNSZ
FNSZ224.mat,2.1361732297979987,0.014510459159258122,FNSZ
CPSZ011.mat,2.1414292055481177,0.010982950177865209,CPSZ
CPSZ005.mat,1.7592628958422443,0.09868232495954268,CPSZ
CPSZ039.mat,0.8150168325038534,0.4980687839380934,CPSZ
FNSZ032.mat,2.125600499770473,0.015653106326130192,FNSZ
FNSZ026.mat,1.2579708003512238,0.3429895649304891,FNSZ
FNSZ185.mat,1.6424777745863057,0.11891537796960035,FNSZ
FNSZ191.mat,2.1821285422927548,0.003309124216274338,FNSZ
FNSZ146.mat,2.0815123911078866,0.0168435659977297,FNSZ
FNSZ152.mat,2.0617892973653076,0.01845472237691073,FNSZ
GNSZ092.mat,2.060111969986124,0.019071546245318483,GNSZ
GNSZ086.mat,1.8607047004906065,0.10517903424524841,GNSZ
FNSZ387.mat,1.1860592304598077,0.343602772169432,FNSZ
FNSZ393.mat,1.9043164809949487,0.05443558816794299,FNSZ
GNSZ051.mat,1.466406934177772,0.14669605846748712,GNSZ
FNSZ378.mat,1.617568985463324,0.12282587495173648,FNSZ
GNSZ045.mat,1.3561316010275248,0.21995903107135958,GNSZ
FNSZ344.mat,1.9042053167790693,0.0539986951212655,FNSZ
FNSZ422.mat,1.9072168622255736,0.04933732455110385,FNSZ
FNSZ436.mat,2.0759878418499103,0.019832209288861542,FNSZ
FNSZ350.mat,1.5990673175022014,0.14012355913609975,FNSZ
GNSZ079.mat,2.160548599146133,0.00739708981099961,GNSZ
FNSZ368.mat,2.089522555585113,0.014700242273035924,FNSZ
GNSZ041.mat,2.1443996978050253,0.011304893653762998,GNSZ
GNSZ055.mat,2.070868220165791,0.025573174297681092,GNSZ
ABSZ008.mat,1.1383881495511314,0.24420357318473362,ABSZ
FNSZ354.mat,1.9181616187836839,0.05415359159355207,FNSZ
FNSZ432.mat,1.8937481375149425,0.06712799781773976,FNSZ
FNSZ426.mat,2.15924093340041,0.00795217278122966,FNSZ
GNSZ069.mat,0.9530550368849231,0.44710863335270234,GNSZ
FNSZ340.mat,1.7546079731975566,0.08709583969525778,FNSZ
GNSZ082.mat,1.1021695486653802,0.4093137247298807,GNSZ
GNSZ096.mat,2.0578988841010624,0.02050944594118915,GNSZ
FNSZ397.mat,1.9522674989835664,0.05084747236744459,FNSZ
FNSZ383.mat,1.7855356887307596,0.079407329181076,FNSZ
FNSZ156.mat,2.1110889693497,0.013298534984288889,FNSZ
FNSZ142.mat,0.18497310778978798,0.7978514108522726,FNSZ
FNSZ195.mat,2.162375202796495,0.007962970604052964,FNSZ
FNSZ181.mat,1.4797802988497308,0.14333004508636782,FNSZ
FNSZ022.mat,2.114009240461945,0.016834149706752004,FNSZ
FNSZ036.mat,2.130920830414902,0.014535216632469193,FNSZ
CPSZ001.mat,0.25083008703433485,0.7996350089932953,CPSZ
CPSZ015.mat,1.4665301477108783,0.22006533234358552,CPSZ
TCSZ009.mat,1.576207812988812,0.14950034280660174,TCSZ
CPSZ029.mat,1.7917509655746948,0.07838059211921203,CPSZ
GNSZ135.mat,1.6965314658323685,0.10268908538939153,GNSZ
FNSZ208.mat,2.093991563584014,0.022378293814223127,FNSZ
GNSZ121.mat,0.03353780601290567,0.8040965385933648,GNSZ
GNSZ109.mat,1.9290041945138054,0.04498629792109242,GNSZ
FNSZ220.mat,1.365788486904037,0.23332692747617037,FNSZ
FNSZ234.mat,2.099192011211343,0.018526488025750642,FNSZ
FNSZ235.mat,2.0682177388439937,0.017928544540917576,FNSZ
FNSZ221.mat,1.359786086093901,0.23375288059961527,FNSZ
GNSZ108.mat,1.0921224792282571,0.31277463390571275,GNSZ
GNSZ120.mat,0.0442194093497464,0.7999178393441203,GNSZ
FNSZ209.mat,2.1018261793651436,0.019096416788382795,FNSZ
GNSZ134.mat,1.112273423563334,0.3846422931327593,GNSZ
TCSZ008.mat,2.1505192882077613,0.010275005333502216,TCSZ
CPSZ028.mat,1.8230404250965648,0.0688450995820534,CPSZ
CPSZ014.mat,0.9401583295793718,0.4461778615972613,CPSZ
FNSZ037.mat,2.122661872767306,0.01655548413908744,FNSZ
FNSZ023.mat,2.055654169749062,0.027020121020927643,FNSZ
FNSZ180.mat,1.9342007948348403,0.047319136753029914,FNSZ
FNSZ194.mat,2.188474772076443,0.001762270480438077,FNSZ
FNSZ143.mat,1.32959499410121,0.23561425388330734,FNSZ
FNSZ157.mat,2.075262329476836,0.017461623049017876,FNSZ
FNSZ382.mat,1.469377405025936,0.1580402323220148,FNSZ
FNSZ396.mat,1.9506873403958127,0.05113128155483007,FNSZ
GNSZ097.mat,2.0973248530686175,0.023070494106780984,GNSZ
GNSZ083.mat,0.10643494545725901,0.8409668904141375,GNSZ
FNSZ427.mat,2.1553368465260014,0.008296580853064563,FNSZ
FNSZ341.mat,2.1253777505833087,0.015061380601204504,FNSZ
GNSZ068.mat,1.5321258508478421,0.14512918120964757,GNSZ
FNSZ355.mat,1.4828486476444338,0.1560667964575439,FNSZ
ABSZ009.mat,1.3145372668337592,0.16716129767019855,ABSZ
FNSZ433.mat,1.6707581919681558,0.13914062776560288,FNSZ
GNSZ054.mat,2.066645194001188,0.018232692454653268,GNSZ
GNSZ040.mat,1.8702776790289457,0.06329197687195039,GNSZ
FNSZ369.mat,2.056199082085941,0.020116834832482982,FNSZ
GNSZ056.mat,1.922846773587285,0.048772044693476096,GNSZ
FNSZ419.mat,1.478725415484513,0.15916562657391095,FNSZ
GNSZ042.mat,2.1251674822435755,0.012399380559369993,GNSZ
FNSZ343.mat,0.039958424483617444,0.8016163106155043,FNSZ
FNSZ425.mat,2.1127730420304536,0.01491937469969706,FNSZ
FNSZ431.mat,2.074263030929371,0.02231909028982418,FNSZ
FNSZ357.mat,1.9656121781775853,0.05093715981394047,FNSZ
GNSZ095.mat,2.110457376768407,0.01422391905641322,GNSZ
GNSZ081.mat,2.1294365683556737,0.013452815099677813,GNSZ
FNSZ380.mat,1.4925168839286849,0.12781810734555543,FNSZ
FNSZ394.mat,1.939266984744037,0.05148880891320128,FNSZ
FNSZ169.mat,1.509571713186785,0.14966525336181755,FNSZ
FNSZ141.mat,1.3686313737804547,0.22101995831739163,FNSZ
FNSZ155.mat,2.0444935603274077,0.025786025600119142,FNSZ
FNSZ182.mat,1.2775289335439863,0.2802395873227604,FNSZ
